Source,URL,Mise à jour,Catégorie,Question,Réponse,,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Le virus,Qu’est-ce que le coronavirus COVID-19 ?,"Les coronavirus sont une famille de virus, qui provoquent des maladies allant d’un simple rhume (certains virus saisonniers sont des coronavirus) à des pathologies plus sévères comme le MERS-CoV ou le SRAS. 
Le virus identifié en janvier 2020 en Chine est un nouveau coronavirus, nommé SARS-CoV-2. La maladie provoquée par ce coronavirus a été nommée COVID-19 par l’Organisation mondiale de la Santé - OMS. Depuis le 11 mars 2020, l’OMS qualifie la situation mondiale du COVID-19 de pandémie ; c’est-à-dire que l’épidémie est désormais mondiale.",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Le virus,D’où vient le coronavirus COVID-19 ? ,Les premières personnes à avoir contracté le virus s’étaient rendues au marché de Wuhan dans la Province de Hubei en Chine. La maladie semblerait donc venir d’un animal (zoonose) mais l’origine n’a pas été confirmée.,,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Le virus,Quel est la dangerosité du coronavirus ?,"Le coronavirus est dangereux pour trois raisons :
-	Il est tres contagieux : chaque personne infectée va contaminer au moins 3 personnes en l'absence de mesures de protection.
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Traitement,Comment s’organise la recherche autour du virus en France ?,"Le Président de la République a fait un point avec des médecins, des scientifiques des responsables de laboratoires mobilisés pour la recherche contre le coronavirus et les responsables du consortium REACTing, coordonné par l’INSERM et placé sous l’égide d’Aviesan, l’alliance de recherche en sciences du vivant et santé, et mandaté par le gouvernement pour coordonner l’effort de recherche. Le monde de la recherche est totalement mobilisé. Afin de soutenir l’effort de recherche, le ministère des Solidarités et de la Santé et le ministère de l’Enseignement supérieur, de la Recherche et de l’Innovation ont annoncé le 5 mars 2020 débloquer 5.5 millions d’euros supplémentaires dédiés au soutien et à la coordination de la réponse scientifique à la propagation du virus, portant l’effort global à 8 millions d’euros.
De nombreux programmes français et européens et des essais cliniques, sont en cours afin d’améliorer le diagnostic, la compréhension et la prise en charge de cette maladie. Par ailleurs, des équipes travaillent sur plusieurs pistes de traitement à Paris, Marseille ou encore Lyon ; les protocoles ont commencé. Des équipes sont également à pied d'œuvre pour inventer un vaccin, qui pourrait voir le jour dans les prochains mois.
Par ailleurs, le président de la République a annoncé le 19 mars la mise en place d’un fonds d’urgence de 50 millions d’euros pour lutter contre l’épidémie ainsi que le réinvestissement de 5 milliards d’euros supplémentaires dans la recherche sur les dix prochaines années. ",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Consignes sanitaires,Quels sont les gestes barrières ?,"Face à l’infection, il existe des gestes simples pour se protéger, on les appelle les gestes barrières : 
- Se laver les mains très régulièrement
- Tousser ou éternuer dans son coude ou dans un mouchoir 
- Saluer sans se serrer la main, éviter les embrassades
- Utiliser des mouchoirs à usage unique et les jeter
- Eviter les rassemblements, limiter les déplacements et les contacts
- Se distancier d’au moins un mètre de chaque autre personne autour de soi",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Consignes sanitaires,Qui est considéré comme une personne « à risque » ?,"- les personnes âgées de 70 ans et plus ;
- les patients présentant une insuffisance rénale chronique dialysée, une insuffisance cardiaque stade NYHA III ou IV
- les patients aux antécédents cardiovasculaires : hypertension artérielle compliquée, antécédents d’accident vasculaire cérébral ou de coronaropathie, chirurgie cardiaque, insuffisance cardiaque stade NYHA III ou IV ;
- les diabétiques insulinodépendants non équilibrés ou présentant des complications secondaires à leur pathologie ;
- les personnes présentant une pathologie chronique respiratoire susceptible de décompenser lors d’une infection virale ;
- les patients présentant une insuffisance rénale chronique dialysée ;
- les personnes avec une immunodépression congénitale ou acquise (médicamenteuses : chimiothérapie anti cancéreuse, immunosuppresseur, biothérapie et/ou une corticothérapie à dose immunosuppressive, infection à VIH non contrôlé avec des CD4 <200/mm³, consécutive à une greffe d’organe solide ou de cellules souche hématopoïétiques, atteints d’hémopathie maligne en cours de traitement, présentant un cancer métastasé)
- les malades de cirrhose au stade B au moins ;
- les femmes enceintes à partir du 3eme trimestre de grossesse ;
-  les personnes présentant une obésité morbide (indice de masse corporelle > 40kg/m²)",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Consignes sanitaires,Dois-je porter un masque ?,"Le port du masque chirurgical n’est pas recommandé sans présence de symptômes. Le masque n’est pas la bonne réponse pour le grand public car il ne peut être porté en permanence et surtout n’a pas d’indication sans contact rapproché et prolongé avec un malade.
Contre le coronavirus, ce sont les gestes barrières et les mesures de distanciation sociale qui sont efficaces.",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Consignes sanitaires,Y a-t-il suffisamment de masques en France ? ,"Le 21 mars, le ministre des Solidarités et de la Santé, Olivier Véran, a réaffirmé la stratégie sanitaire : fournir en priorité des masques aux professionnels de santé amenés à prendre en charge des patients COVID-19 en ville, à l’hôpital et dans les structures médico-sociales accueillant des personnes fragiles, ainsi qu’aux services d’aide à domicile, pour garantir la continuité de l’accompagnement à domicile des personnes âgées et en situation de handicap.
Au 28 mars 2020, le stock d'État est de 117 millions de masques chirurgicaux.
A ce jour, 40 millions de masques de protection sont consommés chaque semaine en France.
La France est en mesure de fabriquer 8 millions de masques supplémentaires chaque semaine ; dans les prochaines semaines, cette capacité de production nationale passera à 10 millions de masques par semaine. 
À cela s’ajoute des commandes de plus de 250 millions de masques, qui sont livrés progressivement depuis le 24 mars.
Le samedi 28 mars 2020, le Premier ministre et le ministre des Solidarités et de la Santé annoncent avoir passé commande pour plus d’un milliard de masques, progressivement livrés depuis la Chine via un pont aérien.",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Consignes sanitaires,Les aidants pour personnes âgées dépendantes peuvent-ils obtenir des masques ?,Pour les professionnels du secteur médico-social travaillant en EHPAD, le Gouvernement a mis à disposition 500 000 masques par jour, comme il avait été demandé par les directeurs d’établissements. Concernant les autres aidants pour personnes âgées, le Gouvernement a demandé la création et fabrication de nouveaux masques à usage non sanitaire. A ce titre, ils pourront en être équipés.,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Consignes sanitaires,Comment les masques sont-ils distribués ?,"Depuis le début de la crise, les masques sont livrés en priorité : 
- aux professionnels de santé amenés à prendre en charge des patients COVID 19 en ville comme à l’hôpital ; 
- aux personnes qui interviennent auprès des personnes âgées en EHPAD, pour préserver les capacités hospitalières.

Depuis le 21 mars, les masques seront distribués ainsi : 
Pour les médecins de ville, les biologistes médicaux et les infirmiers de ville : 18 masques par semaine et par professionnel, dont des masques FFP2 dans le strict respect des indications ;
Pour les pharmaciens de ville : 18 masques chirurgicaux par semaine et par professionnel ; 
- Pour les masseurs-kinésithérapeutes : 6 masques par semaine et par professionnel, chirurgicaux ou aux normes FFP2, dans le strict respect des indications et selon les disponibilités, pour la réalisation des actes prioritaires et non reportables ;
-Pour les sages-femmes : 6 masques chirurgicaux par semaine pour la prise en charge des femmes confirmées COVID-19 ;
- Pour les prestataires de service et les distributeurs de matériel : 1 boîte de 50 masques chirurgicaux par semaine et, en moyenne, par entreprise pour assurer les visites prioritaires ; 
- Pour les personnes exerçant des activités de services d’aide et de soins à domicile : 9 masques chirurgicaux par semaine et par professionnel exerçant au sein de la structure pour assurer les visites prioritaires. 
- Pour les EHPAD et les structures médico-sociales accueillant des personnes fragiles, notamment les personnes en situation de handicap ou des patients COVID-19 sans domicile ne relevant pas d’une hospitalisation : 5 masques chirurgicaux par lit ou place et par semaine. Les EHPAD disposeront dans la durée de 500 000 masques chirurgicaux par jour, comme le réclamaient les responsables de leurs fédérations.
- Pour l’hospitalisation conventionnelle dans les établissements de santé : 3 masques chirurgicaux par jour et par professionnel de santé dans les services de soins prenant en charge les cas possibles ou confirmés et, pour la réalisation des gestes à risque, des masques FFP2 dans les services d’urgence, d’accueil des malades COVID-19 et de soins critiques 
- Pour l’hospitalisation à domicile : 2 boîtes de 50 masques chirurgicaux par semaine et, en moyenne, par structure ;
- Pour les transporteurs sanitaires et les centres de secours : 1 boîte de 50 masques par semaine et par structure.
Les chirurgiens-dentistes disposent désormais d’un stock dédié de masques qu’ils ont eux-mêmes réparti sur le territoire de façon à pouvoir dans la durée assurer les soins urgents à la population. ",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Consignes sanitaires,La réquisition des masques concerne-t-elle toute la production française et les stocks des ministères ?,Oui, par décret du 3 mars 2020, sont réquisitionnés les stocks de masques anti-projections et de protection respiratoire de type FFP2 ainsi que ceux qui seront produits jusqu’au 31 mai 2020.,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Consignes sanitaires,À défaut d’un masque, est-il utile de se protéger le visage avec un foulard lorsqu’on va faire ses courses ou que l’on sort dans la rue ?,Il n’existe aucune étude ce jour évaluant l’efficacité des foulards ou écharpes en tant que « masques » pour se protéger de virus. Il semble toutefois peu probable qu’ils soient efficaces, car les mailles des tissus utilisés laissent passer les virus.,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Consignes sanitaires,Les masques alternatifs,"La priorité du Gouvernement en termes de masques est l’équipement des professionnels de santé, via des importations massives et l’augmentation de nos capacités de production.
Mais il y a aussi une demande croissante, dans de nombreux secteurs d’activité, d’augmenter la protection des salariés par des masques.
Pour contribuer à y répondre, le Gouvernement a mobilisé les industriels français du textile afin de proposer de nouveaux types de masques anti-projections, avec des performances adaptées au domaine non médical.
L’une de ces catégories sera dédiée aux personnes en contact fréquent avec le public.
24 producteurs français ont déjà lancé en productions des modèles et ils seront en capacité de produire près d’un demi-million de masques par jour dès les prochains jours et plus d’un million par jour avant la fin avril.
Il s’agit d’un outil complémentaire pour contribuer à la prévention du covid19 dans le milieu professionnel. L’Etat s’en saisira, pour certaines catégories d’agents publics.
Toutefois, il faut rappeler que le port de masque doit nécessairement s’accompagner du respect des mesures barrières (se laver les mains, tousser dans son coude, utiliser des mouchoirs à usage unique, ne pas se serrer les mains et éviter les embrassades) ainsi que les mesures de distanciation sociale.",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Consignes sanitaires,Combien coûte le gel hydro-alcoolique ? ,"Le prix du gel hydro-alcoolique est encadré depuis le 6 mars par décret : 
- 2 € TTC maximum les 50 ml 
- 3 € TTC maximum les 100 ml 
- 5 € TTC maximum les 300 ml 
- 15 € TTC maximum le litre 
Les pharmacies pourront prochainement vendre leur propre solution de gel hydro-alcoolique. 
Il est à noter que le gel hydro-alcoolique est seulement une solution d’appoint pour se laver les mains. Un lavage à l’eau et au savon est aussi efficace, et doit être privilégié quand un point d’eau est disponible.",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Consignes sanitaires,Les gants sont-ils utiles ?,Non. Les gants peuvent également servir de support au virus après souillage par des gouttelettes (les sécrétions respiratoires qu’on émet quand on tousse, éternue, ou discute), qui sont le moyen de transmission du coronavirus. Porter des gants est donc inutile, sauf dans des situations très spécifiques (personnels soignants réalisant des prélèvements ou gestes à risque). Ce sont les gestes barrières (se laver fréquemment les mains, tousser dans son coude, utiliser des mouchoirs à usage unique et les jeter après utilisation) et les mesures de distanciation sociale qui sont efficaces.,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Consignes sanitaires,Faut-il désinfecter les surfaces ? ,Oui. Les produits de nettoyage et désinfectants couramment utilisés (eau de Javel, éthanol 70%...) sont efficaces contre le COVID-19. En plus du nettoyage régulier, les surfaces qui sont fréquemment touchées avec les mains doivent être nettoyées et désinfectées deux fois par jour, notamment lorsqu’elles sont visiblement souillées. Il s’agit par exemple des poignées de porte, des boutons d’ascenseur, des interrupteurs d’éclairage, des poignées de toilettes, des comptoirs, des mains courantes, des surfaces d’écran tactile et des claviers.,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Conseils voyageurs,Puis-je partir en vacances à l’étranger ? ,Le Président a annoncé la fermeture, à partir du 17 mars à midi et pour 30 jours, des frontières extérieures de l’espace européen, c’est-à-dire de l’Union européenne, de l’Espace Schengen et du Royaume-Uni.,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Conseils voyageurs,Je suis un ressortissant français actuellement en déplacement temporaire à l’étranger. Dois-je rentrer immédiatement en France ?,"Si vous êtes Français, que vous vous trouvez à l’étranger en déplacement temporaire, mais que vous vivez habituellement en France, revenez rapidement, tant que les lignes aériennes commerciales restent ouvertes ; et restez ensuite chez vous confinés.
Pour plus d’informations, consultez la page dédiée du ministère de l’Europe et des Affaires étrangères : https://www.diplomatie.gouv.fr/fr/le-ministere-et-son-reseau/actualites-du-ministere/informations-coronavirus-covid-19/coronavirus-les-reponses-a-vos-questions/",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Conseils voyageurs,Je suis Français, je suis à l’étranger, comment va être organisé le retour des Français ?,"Nous vous recommandons de prendre toutes les mesures nécessaires pour rentrer rapidement en France tant que des liaisons aériennes sont en place. Pour vous y aider, le ministère chargé des transports a demandé aux compagnies aériennes de maintenir au maximum leurs lignes ouvertes vers la France et de modérer leurs prix.
Le ministère de l’Europe et des affaires étrangères est mobilisé pour obtenir l’autorisation de liaisons aériennes spéciales et pour qu’elles puissent être assurées par des vols commerciaux. Ces démarches ont déjà porté leurs fruits dans plusieurs pays.
Plusieurs mesures d’accompagnement ont été mises en place afin d’aider et de faciliter les démarches des ressortissants français. Ainsi, un dispositif exceptionnel a permis d’engager une coopération opérationnelle avec le groupe Air France, et ses compagnies Air France et Transavia, et d’autres compagnies aériennes françaises et étrangères, notamment Qatar Airways. Cette coopération permet d’abord de recenser, pays par pays, les besoins puis de mettre en œuvre un plan de transport adapté en fonction des priorités et des urgences locales. 
Il est nécessaire de consulter régulièrement les sites des ambassades et des compagnies aériennes, notamment d’Air France.
Les Français non - résidents sont invités à s’inscrire sur Ariane, afin de recevoir des informations actualisées. Lorsque vous serez rentré en France, pensez à vous connecter sur votre compte Ariane afin d’actualiser vos données de voyage en indiquant votre date de retour. 
Les ambassades et les consulats sont mobilisés 24 heures sur 24, auprès des Français se trouvant à l'étranger, pour apporter toute l'aide possible.
Pour plus d’informations, consultez la page dédiée du ministère de l’Europe et des Affaires étrangères : https://www.diplomatie.gouv.fr/fr/le-ministere-et-son-reseau/actualites-du-ministere/informations-coronavirus-covid-19/",,,,,,,,,,,,,,,,,,
